Time(s),IDD(A),ISS(A),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),A0(V),B3(V),B2(V),B0(V),A2(V),B1(V),A1(V),A3(V)
    69.320e-9,  2.513549e-3,  0.000000e-3,    -0.000,     0.000,    -0.009,    -0.003,    -0.002,     0.000,     0.294,     0.000,    -0.000,    -0.017,     0.191,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.330e-9,  2.780020e-3,  0.000000e-3,    -0.000,     0.000,    -0.007,    -0.002,    -0.001,     0.001,     0.278,     0.000,    -0.000,    -0.015,     0.178,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.340e-9,  2.834272e-3,  0.000000e-3,    -0.000,     0.000,    -0.005,    -0.001,    -0.001,     0.003,     0.258,     0.000,    -0.000,    -0.013,     0.162,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.350e-9,  2.596529e-3,  0.000000e-3,    -0.000,     0.000,    -0.004,    -0.000,    -0.001,     0.006,     0.236,     0.000,    -0.000,    -0.010,     0.145,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.360e-9,  2.096051e-3,  0.000000e-3,    -0.000,     0.000,    -0.002,     0.000,    -0.001,     0.012,     0.213,     0.000,    -0.000,    -0.003,     0.128,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.370e-9,  1.609316e-3,  0.000000e-3,    -0.000,     0.000,    -0.001,     0.001,    -0.001,     0.022,     0.190,     0.000,    -0.000,     0.007,     0.111,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.380e-9,  1.474841e-3,  0.000000e-3,    -0.000,     0.000,    -0.000,     0.001,    -0.001,     0.038,     0.167,     0.000,    -0.000,     0.023,     0.095,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.390e-9,  1.374676e-3,  0.000000e-3,    -0.000,     0.000,     0.001,     0.002,    -0.000,     0.060,     0.146,     0.000,     0.000,     0.045,     0.080,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.000,     0.650,     0.650,     0.650
    69.400e-9,  1.362643e-3,  0.000000e-3,    -0.000,     0.000,     0.001,     0.002,     0.001,     0.090,     0.126,     0.000,     0.000,     0.075,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.410e-9,  3.407859e-3,  0.000000e-3,    -0.000,     0.000,     0.002,     0.002,     0.002,     0.127,     0.107,     0.000,     0.001,     0.114,     0.052,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.420e-9,  3.627347e-3,  0.000000e-3,    -0.000,     0.000,     0.002,     0.002,     0.005,     0.174,     0.089,     0.000,     0.002,     0.161,     0.041,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.430e-9,  3.627232e-3,  0.000000e-3,    -0.000,     0.000,     0.002,     0.002,     0.007,     0.230,     0.072,     0.000,     0.003,     0.218,     0.030,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.440e-9,  3.649744e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.002,     0.008,     0.295,     0.058,     0.000,     0.004,     0.283,     0.021,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.450e-9,  3.447279e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.002,     0.010,     0.366,     0.045,     0.000,     0.005,     0.355,     0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.460e-9,  2.875008e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.011,     0.443,     0.033,     0.000,     0.006,     0.432,     0.006,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.470e-9,  2.413332e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.011,     0.524,     0.024,     0.000,     0.006,     0.513,     0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.480e-9,  1.719587e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.011,     0.602,     0.016,     0.000,     0.006,     0.593,    -0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.490e-9,  1.033020e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.011,     0.668,     0.009,     0.000,     0.006,     0.662,    -0.007,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650
    69.500e-9,  1.124714e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.011,     0.718,     0.003,     0.000,     0.006,     0.714,    -0.010,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.510e-9,  1.230524e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.001,     0.010,     0.745,    -0.001,     0.000,     0.005,     0.744,    -0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.520e-9,  1.511958e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.009,     0.751,    -0.005,     0.000,     0.005,     0.753,    -0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.530e-9,  1.454138e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.008,     0.738,    -0.007,     0.000,     0.004,     0.742,    -0.014,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.540e-9,  1.256815e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.006,     0.715,    -0.009,     0.000,     0.003,     0.719,    -0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.550e-9,  1.031347e-3,  0.000000e-3,     0.000,     0.000,     0.001,     0.000,     0.005,     0.686,    -0.010,     0.000,     0.003,     0.691,    -0.015,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.560e-9,  0.826807e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.004,     0.659,    -0.010,     0.000,     0.002,     0.664,    -0.013,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.570e-9,  0.628818e-3,  0.000000e-3,     0.000,     0.000,     0.000,    -0.000,     0.003,     0.637,    -0.007,     0.000,     0.002,     0.640,    -0.009,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.580e-9,  0.723233e-3,  0.000000e-3,     0.000,     0.000,     0.000,    -0.000,     0.002,     0.621,     0.000,     0.000,     0.001,     0.623,    -0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.590e-9,  0.907893e-3,  0.000000e-3,     0.000,     0.000,     0.000,    -0.000,     0.002,     0.613,     0.012,     0.000,     0.001,     0.614,     0.012,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650
    69.600e-9,  1.111124e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.001,     0.611,     0.030,     0.000,     0.001,     0.610,     0.031,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.610e-9,  5.494899e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.001,     0.614,     0.055,     0.000,     0.000,     0.613,     0.058,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.620e-9,  5.439680e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,     0.000,     0.621,     0.085,     0.000,     0.000,     0.619,     0.088,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.630e-9,  5.158557e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.629,     0.116,     0.000,    -0.000,     0.627,     0.120,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.640e-9,  4.601771e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.637,     0.146,     0.000,    -0.000,     0.635,     0.150,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.650e-9,  3.912825e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.644,     0.171,     0.000,    -0.000,     0.642,     0.176,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.660e-9,  3.510724e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.650,     0.192,     0.000,    -0.001,     0.648,     0.197,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.670e-9,  3.538679e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.654,     0.209,     0.000,    -0.001,     0.652,     0.214,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.680e-9,  3.275669e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.657,     0.221,     0.000,    -0.001,     0.655,     0.226,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.690e-9,  2.688429e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.658,     0.228,     0.000,    -0.001,     0.656,     0.233,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.000,     0.000
    69.700e-9,  1.773312e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.654,     0.230,     0.000,    -0.001,     0.652,     0.234,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.710e-9,  1.566539e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.645,     0.225,     0.000,    -0.001,     0.643,     0.229,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.720e-9,  2.330314e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.628,     0.215,     0.000,    -0.000,     0.627,     0.219,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.730e-9,  2.567235e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.606,     0.202,     0.000,    -0.000,     0.605,     0.205,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.740e-9,  2.410251e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.579,     0.185,     0.000,    -0.000,     0.578,     0.187,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.750e-9,  2.102163e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.548,     0.166,     0.000,    -0.000,     0.547,     0.169,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.760e-9,  1.519891e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.001,     0.516,     0.147,     0.000,    -0.000,     0.515,     0.150,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.770e-9,  0.970787e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.483,     0.129,     0.000,    -0.000,     0.482,     0.131,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.780e-9,  0.981118e-3,  0.000000e-3,     0.000,     0.000,    -0.000,    -0.000,    -0.000,     0.452,     0.111,     0.000,    -0.000,     0.451,     0.113,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.790e-9,  1.195478e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,    -0.000,     0.422,     0.094,     0.000,     0.000,     0.421,     0.096,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.000
    69.800e-9,  1.201218e-3,  0.000000e-3,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.393,     0.079,     0.000,     0.001,     0.392,     0.080,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    69.810e-9,  3.832313e-3,  0.000000e-3,     0.000,     0.000,     0.000,     0.000,     0.001,     0.365,     0.064,     0.000,     0.004,     0.364,     0.065,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    69.820e-9,  3.687529e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.000,     0.002,     0.336,     0.051,     0.000,     0.008,     0.336,     0.052,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    69.830e-9,  3.318238e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.000,     0.003,     0.308,     0.039,     0.000,     0.012,     0.307,     0.040,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    69.840e-9,  3.013607e-3,  0.000000e-3,     0.001,     0.000,     0.000,     0.000,     0.004,     0.279,     0.028,     0.000,     0.015,     0.278,     0.029,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
    69.850e-9,  2.711728e-3,  0.000000e-3,     0.002,     0.000,     0.000,     0.000,     0.005,     0.250,     0.019,     0.000,     0.018,     0.249,     0.020,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000
