Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
    42.190e-9,  7.624256e-3,  0.000000e-3,    -0.006,     0.000,     0.764,    -0.103,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.000,     0.079,     0.658,     0.118,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.750
    42.200e-9,  8.632566e-3,  0.000000e-3,    -0.002,     0.000,     0.754,    -0.076,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.000,     0.038,     0.749,     0.050,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    42.210e-9, 11.214252e-3,  0.000000e-3,     0.002,     0.000,     0.745,    -0.045,     0.000,     0.000,     0.002,     0.002,     0.750,     0.000,     0.002,     0.002,     0.000,     0.000,     0.004,     0.817,    -0.008,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    42.220e-9, 12.867131e-3,  0.000000e-3,     0.004,     0.000,     0.741,    -0.014,     0.000,     0.000,     0.002,     0.001,     0.750,     0.000,     0.002,     0.002,     0.000,     0.000,    -0.023,     0.849,    -0.053,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    42.230e-9, 13.687165e-3,  0.000000e-3,     0.005,     0.000,     0.741,     0.013,    -0.000,     0.000,     0.001,     0.001,     0.750,     0.000,     0.001,     0.001,     0.000,     0.000,    -0.044,     0.857,    -0.085,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    42.240e-9, 13.498087e-3,  0.000000e-3,     0.006,     0.000,     0.744,     0.031,    -0.000,     0.000,     0.001,     0.001,     0.750,     0.000,     0.001,     0.001,     0.000,     0.000,    -0.059,     0.844,    -0.105,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750
    42.250e-9, 12.675114e-3,  0.000000e-3,     0.005,     0.000,     0.748,     0.041,    -0.000,     0.000,     0.001,     0.000,     0.750,     0.000,     0.001,     0.001,     0.000,     0.000,    -0.068,     0.814,    -0.116,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    42.260e-9, 10.539533e-3,  0.000000e-3,     0.004,     0.000,     0.751,     0.043,    -0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.072,     0.771,    -0.119,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    42.270e-9,  8.313712e-3,  0.000000e-3,     0.002,     0.000,     0.753,     0.039,    -0.000,     0.000,     0.000,    -0.000,     0.750,     0.000,     0.000,    -0.000,     0.000,     0.000,    -0.070,     0.734,    -0.116,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    42.280e-9,  7.630144e-3,  0.000000e-3,     0.001,     0.000,     0.754,     0.030,    -0.000,     0.000,    -0.000,    -0.000,     0.750,     0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.064,     0.711,    -0.105,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    42.290e-9,  8.386286e-3,  0.000000e-3,    -0.001,     0.000,     0.748,     0.019,    -0.000,     0.000,    -0.000,    -0.000,     0.750,     0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.054,     0.703,    -0.080,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750
    42.300e-9, 10.237266e-3,  0.000000e-3,    -0.001,     0.000,     0.732,     0.008,    -0.000,     0.000,    -0.000,    -0.001,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.041,     0.708,    -0.040,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    42.310e-9, 12.016195e-3,  0.000000e-3,    -0.002,     0.000,     0.698,    -0.002,    -0.000,     0.000,    -0.000,    -0.001,     0.750,    -0.000,    -0.000,    -0.001,     0.000,     0.000,    -0.027,     0.723,     0.012,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    42.320e-9, 12.282407e-3,  0.000000e-3,    -0.002,     0.000,     0.652,    -0.009,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.014,     0.741,     0.073,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    42.330e-9, 11.993432e-3,  0.000000e-3,    -0.002,     0.000,     0.596,    -0.014,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,    -0.002,     0.757,     0.141,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    42.340e-9, 11.789326e-3,  0.000000e-3,    -0.001,     0.000,     0.531,    -0.015,    -0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.007,     0.767,     0.215,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000,     0.750
    42.350e-9, 12.332456e-3,  0.000000e-3,    -0.001,     0.000,     0.460,    -0.014,     0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.014,     0.769,     0.294,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    42.360e-9, 11.132315e-3,  0.000000e-3,    -0.000,     0.000,     0.383,    -0.011,     0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.018,     0.766,     0.378,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    42.370e-9, 10.661999e-3,  0.000000e-3,     0.000,     0.000,     0.302,    -0.007,     0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.021,     0.759,     0.464,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    42.380e-9,  9.925018e-3,  0.000000e-3,     0.001,     0.000,     0.217,    -0.003,     0.000,     0.000,    -0.000,    -0.000,     0.750,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.021,     0.751,     0.553,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    42.390e-9, 10.020642e-3,  0.000000e-3,     0.001,     0.000,     0.129,     0.001,     0.000,     0.000,    -0.000,     0.000,     0.750,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.021,     0.745,     0.644,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.750,     0.000,     0.000,     0.750,     0.750
    42.400e-9,  8.791694e-3,  0.000000e-3,     0.001,     0.000,     0.047,     0.003,     0.000,     0.000,     0.000,     0.000,     0.750,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.020,     0.742,     0.737,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    42.410e-9, 14.104403e-3,  0.000000e-3,     0.001,     0.000,    -0.023,     0.005,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.019,     0.742,     0.811,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    42.420e-9, 13.714800e-3,  0.000000e-3,     0.000,     0.000,    -0.075,     0.005,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.017,     0.744,     0.847,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    42.430e-9, 12.892575e-3,  0.000000e-3,     0.000,     0.000,    -0.106,     0.005,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.000,     0.016,     0.747,     0.858,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    42.440e-9, 11.272639e-3,  0.000000e-3,     0.000,     0.000,    -0.116,     0.004,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.000,     0.001,     0.015,     0.749,     0.848,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000
    42.450e-9, 10.823968e-3,  0.000000e-3,    -0.000,     0.000,    -0.109,     0.003,     0.000,     0.000,     0.000,     0.000,     0.749,     0.000,     0.000,     0.000,     0.000,     0.005,     0.013,     0.752,     0.820,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
    42.460e-9,  9.331564e-3,  0.000000e-3,    -0.000,     0.000,    -0.088,     0.001,    -0.000,     0.000,     0.000,     0.000,     0.746,     0.000,     0.000,     0.000,     0.000,     0.016,     0.011,     0.753,     0.789,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
    42.470e-9,  9.359222e-3,  0.000000e-3,    -0.000,     0.000,    -0.061,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.736,     0.000,     0.000,     0.000,     0.000,     0.043,     0.009,     0.754,     0.761,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
    42.480e-9,  9.468143e-3,  0.000000e-3,    -0.000,     0.000,    -0.031,    -0.001,    -0.000,     0.000,     0.000,     0.000,     0.715,     0.000,     0.000,     0.000,     0.000,     0.084,     0.007,     0.754,     0.738,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
    42.490e-9,  9.382536e-3,  0.000000e-3,    -0.000,     0.000,    -0.004,    -0.002,    -0.000,     0.000,     0.000,     0.000,     0.681,     0.000,     0.000,     0.000,     0.000,     0.136,     0.005,     0.749,     0.716,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000
    42.500e-9,  9.892765e-3,  0.000000e-3,    -0.000,     0.000,     0.017,    -0.002,    -0.000,     0.000,     0.000,    -0.000,     0.633,     0.000,     0.000,    -0.000,     0.000,     0.197,     0.002,     0.737,     0.689,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
    42.510e-9, 11.222977e-3,  0.000000e-3,    -0.000,     0.000,     0.032,    -0.002,    -0.000,     0.000,    -0.000,    -0.000,     0.576,     0.000,     0.000,    -0.000,     0.000,     0.266,     0.000,     0.712,     0.655,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
    42.520e-9, 10.317735e-3,  0.000000e-3,    -0.000,     0.000,     0.040,    -0.001,    -0.000,     0.000,    -0.000,    -0.000,     0.510,     0.000,    -0.000,    -0.000,     0.000,     0.341,    -0.001,     0.673,     0.607,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
    42.530e-9, 10.945722e-3,  0.000000e-3,     0.000,     0.000,     0.041,    -0.001,    -0.000,     0.000,    -0.000,    -0.000,     0.438,    -0.000,    -0.000,    -0.000,     0.000,     0.421,    -0.002,     0.623,     0.550,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
    42.540e-9, 10.590250e-3,  0.000000e-3,     0.000,     0.000,     0.037,    -0.000,    -0.000,     0.000,    -0.000,    -0.000,     0.361,    -0.000,    -0.000,    -0.000,     0.000,     0.504,    -0.003,     0.563,     0.485,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.000,     0.000
    42.550e-9,  9.541228e-3,  0.000000e-3,     0.000,     0.000,     0.030,     0.000,    -0.000,     0.000,    -0.000,    -0.000,     0.279,    -0.000,    -0.000,    -0.000,     0.000,     0.591,    -0.003,     0.495,     0.413,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
    42.560e-9,  7.285672e-3,  0.000000e-3,     0.000,     0.000,     0.020,     0.000,    -0.000,     0.000,    -0.000,    -0.000,     0.194,    -0.000,    -0.000,    -0.000,     0.000,     0.680,    -0.003,     0.421,     0.336,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
    42.570e-9,  6.982268e-3,  0.000000e-3,     0.000,     0.000,     0.011,     0.001,     0.000,     0.000,    -0.000,    -0.000,     0.109,    -0.000,    -0.000,    -0.000,     0.000,     0.771,    -0.003,     0.342,     0.254,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
    42.580e-9,  6.042247e-3,  0.000000e-3,     0.000,     0.000,     0.002,     0.001,     0.003,     0.000,    -0.000,    -0.000,     0.032,    -0.000,    -0.000,    -0.000,     0.000,     0.827,    -0.003,     0.260,     0.173,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
    42.590e-9,  6.971719e-3,  0.000000e-3,     0.000,     0.000,    -0.006,     0.001,     0.016,     0.000,    -0.000,    -0.000,    -0.031,    -0.000,    -0.000,    -0.000,     0.000,     0.853,    -0.002,     0.181,     0.098,     0.000,     0.000,     0.050,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000,     0.750,     0.000
    42.600e-9,  8.409785e-3,  0.000000e-3,     0.000,     0.000,    -0.010,     0.001,     0.049,     0.000,    -0.000,    -0.000,    -0.078,    -0.000,    -0.000,    -0.000,     0.000,     0.855,    -0.002,     0.108,     0.032,     0.000,     0.000,     0.051,     0.000,     0.000,     0.000,     0.000,     0.750,     0.000,     0.000,     0.750,     0.750,     0.000,     0.000,     0.000
