Time(s),IDD(A),ISS(A),P1(V),P0(V),P3(V),P2(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P4(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P5(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),P6(V),P7(V),AixBi(V),AixBi(V),AixBi(V),AixBi(V),B2(V),B3(V),A1(V),A2(V),B0(V),B1(V),A0(V),A3(V)
     3.170e-9,  0.185786e-3,  0.000000e-3,    -0.092,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.630,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.171e-9,  0.173758e-3,  0.000000e-3,     0.021,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.656,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.172e-9,  0.156735e-3,  0.000000e-3,    -0.001,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.648,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.173e-9,  0.251484e-3,  0.000000e-3,    -0.001,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.651,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.174e-9,  0.135901e-3,  0.000000e-3,     0.001,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.175e-9,  0.056048e-3,  0.000000e-3,    -0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.176e-9,  0.056044e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.177e-9,  0.233923e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.178e-9,  0.206617e-3,  0.000000e-3,    -0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.643,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.179e-9,  0.207178e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.370,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.180e-9,  0.124715e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,    -0.074,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.181e-9,  0.027069e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.023,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.182e-9,  0.095092e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.104,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,    -0.006,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.183e-9,  0.021816e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.684,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.002,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.184e-9,  0.021370e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.621,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.185e-9,  0.015349e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.661,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.186e-9,  0.023533e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.647,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.187e-9,  0.053104e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.651,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.188e-9,  0.089374e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.189e-9,  0.111587e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.190e-9,  0.103522e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.191e-9,  0.072504e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.192e-9,  0.088056e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.193e-9,  0.173854e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.194e-9,  0.172632e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.195e-9,  0.146234e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650
     3.196e-9,  0.143834e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.117,     0.000,     0.533,     0.533,     0.533,     0.533,     0.533,     0.533
     3.197e-9,  0.141621e-3,  0.000000e-3,     0.000,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.247,     0.000,     0.403,     0.403,     0.403,     0.403,     0.403,     0.403
     3.198e-9,  0.634861e-3,  0.000000e-3,     0.000,     0.650,     0.649,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.377,     0.000,     0.273,     0.273,     0.273,     0.273,     0.273,     0.273
     3.199e-9,  1.473129e-3,  0.000000e-3,     0.000,     0.650,     0.498,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.507,     0.000,     0.143,     0.143,     0.143,     0.143,     0.143,     0.143
     3.200e-9,  0.992269e-3,  0.000000e-3,     0.000,     0.650,    -0.030,     0.650,     0.571,     0.571,     0.569,     0.570,     0.650,     0.569,     0.571,     0.571,     0.571,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.637,     0.000,     0.013,     0.013,     0.013,     0.013,     0.013,     0.013
     3.201e-9,  0.488370e-3,  0.000000e-3,     0.000,     0.650,     0.020,     0.650,     0.380,     0.380,     0.378,     0.380,     0.650,     0.378,     0.380,     0.380,     0.380,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.202e-9,  1.039654e-3,  0.000000e-3,     0.000,     0.650,    -0.008,     0.650,     0.217,     0.217,     0.215,     0.217,     0.650,     0.216,     0.217,     0.217,     0.217,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.203e-9,  1.596831e-3,  0.000000e-3,     0.000,     0.650,     0.003,     0.650,     0.090,     0.091,     0.089,     0.090,     0.650,     0.090,     0.090,     0.091,     0.090,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.204e-9,  0.981115e-3,  0.000000e-3,     0.000,     0.650,    -0.001,     0.650,     0.021,     0.021,     0.021,     0.021,     0.650,     0.021,     0.021,     0.021,     0.021,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.205e-9,  0.700696e-3,  0.000000e-3,     0.000,     0.650,     0.000,     0.650,    -0.001,    -0.001,    -0.001,    -0.001,     0.650,    -0.001,    -0.001,    -0.001,    -0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.206e-9,  0.610104e-3,  0.000000e-3,     0.000,     0.650,    -0.000,     0.650,    -0.003,    -0.003,    -0.003,    -0.003,     0.650,    -0.003,    -0.003,    -0.003,    -0.003,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.207e-9,  0.474574e-3,  0.000000e-3,     0.000,     0.650,     0.010,     0.650,    -0.001,    -0.001,    -0.001,    -0.001,     0.650,    -0.001,    -0.001,    -0.001,    -0.001,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.208e-9,  0.516494e-3,  0.000000e-3,     0.049,     0.451,     0.331,     0.474,    -0.000,    -0.000,    -0.000,    -0.000,     0.650,    -0.000,    -0.000,    -0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.209e-9,  0.361140e-3,  0.000000e-3,     0.603,    -0.094,     0.727,    -0.088,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.210e-9,  0.244882e-3,  0.000000e-3,     0.630,     0.017,     0.627,     0.030,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
     3.211e-9,  0.291910e-3,  0.000000e-3,     0.662,     0.002,     0.656,    -0.006,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,    -0.000,     0.000,     0.000,     0.000,     0.000,     0.650,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000
